   1.00000   0.11657  -0.04195  -0.16113  -0.16467   0.11902   0.19765   0.08983  -0.04442  -0.01609  -0.12681  -0.05685  -0.01414  -0.13796   0.03649  -0.04020  -0.08683   0.05019  -0.11013  -0.04413  -0.09068  -0.04243  -0.10433   0.07414   0.07843   0.01821   0.03443  -0.18108  -0.01816   0.03816   0.01787   0.10852  -0.03800  -0.01718  -0.09627  -0.04025   0.06673   0.11722   0.10328  -0.07520  -0.03666  -0.11567   0.03412   0.09556   0.02196   0.01632  -0.18251   0.03833  -0.02921   0.16138   0.15341  -0.00758  -0.00826  -0.06097   0.02080   0.10694   0.05903   0.03743  -0.04013  -0.01777
   1.00000   0.10081  -0.04880  -0.02421  -0.05692   0.05292   0.05763   0.15257   0.06368   0.05239   0.02972  -0.16823  -0.01038   0.08107  -0.10411  -0.06932   0.07045   0.08482   0.05198  -0.06217  -0.17826  -0.21023  -0.00032  -0.02514  -0.07402   0.01595   0.01167  -0.08207  -0.15507  -0.16660  -0.13169  -0.03440   0.12529  -0.07870   0.11689   0.04411  -0.14690  -0.11745  -0.10302   0.02580   0.05972   0.04039   0.04744  -0.05320   0.02225  -0.13411  -0.05600   0.09626   0.05501   0.04190   0.06173   0.02994   0.02792  -0.00372  -0.05508   0.00838   0.00782   0.11680   0.04863   0.01368
   1.00000  -0.00457   0.09869  -0.00868  -0.17493  -0.06586  -0.01311  -0.12650  -0.01831  -0.02127  -0.10925   0.07607   0.03946   0.02146   0.15941   0.00028  -0.09627  -0.01719  -0.05421  -0.07532   0.13201   0.01722   0.05641   0.06422  -0.02315   0.07864   0.01297  -0.08549  -0.02946  -0.11552  -0.08885  -0.07777  -0.03335   0.06556   0.08111  -0.01105  -0.00521   0.05356  -0.01970  -0.06585  -0.05925  -0.05796   0.03895  -0.04428   0.09052  -0.02234  -0.00507   0.08105   0.09749  -0.05323  -0.00073  -0.05522  -0.05895   0.00703  -0.05813  -0.02373  -0.01382  -0.03468   0.04400   0.08712
   1.00000   0.00615   0.05893  -0.00046  -0.08010   0.05371   0.01076  -0.11075   0.05141  -0.03792  -0.08874   0.10802  -0.06169   0.08103  -0.11704  -0.01509   0.02047   0.07843   0.03836  -0.10096  -0.08494  -0.15141  -0.13919  -0.05505  -0.00354  -0.07016   0.08987  -0.10968   0.08803   0.00258  -0.08894   0.10332  -0.04306  -0.03257   0.02674  -0.01308   0.02025   0.03652  -0.15214   0.13452   0.03115   0.02187   0.04658   0.00225  -0.01183   0.04033  -0.11532  -0.00770  -0.03990  -0.09432   0.00256  -0.09579  -0.06056   0.00101   0.09923   0.06528  -0.01459   0.00483  -0.03375  -0.04798
       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   1.00000  -0.13539   0.06700   0.01024   0.07510   0.04481   0.00208   0.13424  -0.13070   0.06178   0.07018   0.04903  -0.06842   0.08527  -0.11192   0.01740   0.09440   0.10173  -0.07154  -0.02696   0.05298  -0.00232  -0.00885  -0.05144  -0.08596   0.06046  -0.04062   0.02474  -0.11528  -0.04670  -0.08873   0.08629   0.14090  -0.12649   0.14535  -0.02596  -0.03801   0.01921   0.07507  -0.08055  -0.12702   0.02177  -0.04255  -0.04947   0.05138  -0.06514  -0.16935   0.07113   0.07386  -0.09357  -0.03426   0.06231   0.02185  -0.03958   0.03524  -0.05988  -0.07836  -0.04597   0.01490  -0.01713
   1.00000   0.14394  -0.06849  -0.05302  -0.10196  -0.06706  -0.03940  -0.10892  -0.10373  -0.02649   0.10923  -0.04367   0.02968   0.18534   0.06961   0.02363   0.08407  -0.08467  -0.18417  -0.05750  -0.08218  -0.11837   0.08613   0.05869   0.10208  -0.00176   0.12341   0.04203   0.14778   0.02248  -0.20138  -0.16584   0.00984  -0.03031  -0.07147  -0.06118   0.04927  -0.03081   0.04785   0.10971  -0.05313  -0.00420  -0.01511  -0.15101  -0.06298  -0.05287  -0.11210   0.00023   0.00372   0.10700   0.04894   0.07500   0.06086  -0.07447  -0.03193   0.05919   0.01812   0.02664  -0.12701  -0.16629
   1.00000  -0.09460   0.00993  -0.00889   0.04960  -0.20307   0.01504  -0.05539   0.00757  -0.04092   0.13546  -0.05942  -0.01960  -0.04354   0.01615   0.06994  -0.03547  -0.13192   0.17622  -0.13694  -0.05436  -0.10185   0.16929  -0.19570   0.00740   0.00555  -0.00191  -0.10571   0.15184  -0.03778  -0.02878   0.08845   0.07552  -0.08686  -0.01393   0.06166   0.03149  -0.02500   0.03733   0.02437   0.07323   0.00695  -0.04719  -0.13859   0.03977  -0.06721   0.09403  -0.05944  -0.02568   0.05914   0.16179  -0.10319   0.04786   0.01792  -0.07107  -0.11692   0.01311   0.06691  -0.06367   0.00074
   1.00000   0.09182  -0.05805  -0.01038  -0.12793  -0.00645   0.16191   0.02380  -0.11082   0.00870  -0.05819   0.01694   0.01739  -0.02916  -0.06722  -0.05199   0.02302   0.04206   0.08934  -0.03759   0.00797   0.01180  -0.03946   0.00056   0.02277   0.05522   0.00670  -0.01677  -0.16640  -0.15079  -0.04249  -0.04954  -0.16080  -0.06026  -0.02522  -0.04165   0.08437   0.02841  -0.02965   0.00021   0.05761  -0.01031  -0.02338  -0.05532  -0.08417  -0.08141   0.10936   0.07795  -0.05906  -0.06150  -0.02867   0.02561   0.08488   0.06818  -0.07209  -0.04556   0.03238   0.03176   0.09507   0.06551
   1.00000   0.03606  -0.15878  -0.05844  -0.02514  -0.10103  -0.00311   0.19544  -0.09346  -0.07812   0.02869  -0.04109   0.04955   0.23766   0.11044  -0.02890   0.02293  -0.04910  -0.06923  -0.02310   0.02473  -0.02867  -0.02964   0.08734  -0.14463   0.03308   0.00963   0.01743  -0.02406   0.09590   0.06071  -0.16870  -0.02431   0.02163  -0.08800  -0.02792   0.09918  -0.04418  -0.14116  -0.05849   0.00639   0.04906   0.01995   0.08084  -0.16257  -0.05788  -0.06126  -0.14017   0.06913   0.01450   0.10202  -0.09693  -0.05306  -0.07358  -0.02625   0.05154   0.03535   0.03669  -0.12203  -0.12859
